"STPSxx-SPCT Inductif_31032_20200131_143514.csv"
"Claire Maxime"
"sn :";31032
"Cadence d'enregistrement :";"3600 s"

Date;"Température (-5 +35°C) (øC)";"Profondeur 30m (m)";"Salinité (g/l)"
"17/01/2020 17:00:00";8,67;0,66;22,88
"17/01/2020 18:00:00";8,31;0,66;22,80
"17/01/2020 19:00:00";8,06;0,68;22,68
"17/01/2020 20:00:00";7,89;0,66;22,63
"17/01/2020 21:00:00";7,75;0,68;22,65
"17/01/2020 22:00:00";7,73;0,68;22,75
"17/01/2020 23:00:00";7,55;0,68;22,73
"18/01/2020 00:00:00";7,31;0,68;22,74
"18/01/2020 01:00:00";7,25;0,68;22,78
"18/01/2020 02:00:00";7,14;0,69;22,64
"18/01/2020 03:00:00";7,02;0,68;22,65
"18/01/2020 04:00:00";7,10;0,69;22,64
"18/01/2020 05:00:00";7,08;0,69;22,56
"18/01/2020 06:00:00";7,06;0,70;22,61
"18/01/2020 07:00:00";6,99;0,70;22,60
"18/01/2020 08:00:00";7,09;0,70;22,68
"18/01/2020 09:00:00";7,10;0,71;22,71
"18/01/2020 10:00:00";7,10;0,71;22,63
"18/01/2020 11:00:00";7,29;0,72;22,73
"18/01/2020 12:00:00";7,40;0,73;22,68
"18/01/2020 13:00:00";7,65;0,71;22,70
"18/01/2020 14:00:00";7,72;0,73;22,65
"18/01/2020 15:00:00";7,96;0,73;22,70
"18/01/2020 16:00:00";8,18;0,72;22,79
"18/01/2020 17:00:00";8,12;0,74;22,82
"18/01/2020 18:00:00";8,02;0,75;22,72
"18/01/2020 19:00:00";8,01;0,75;22,74
"18/01/2020 20:00:00";7,96;0,76;22,86
"18/01/2020 21:00:00";7,65;0,78;22,85
"18/01/2020 22:00:00";7,43;0,79;22,79
"18/01/2020 23:00:00";7,47;0,80;22,77
"19/01/2020 00:00:00";7,48;0,81;22,84
"19/01/2020 01:00:00";7,23;0,82;22,81
"19/01/2020 02:00:00";6,92;0,81;22,89
"19/01/2020 03:00:00";6,74;0,82;22,93
"19/01/2020 04:00:00";6,70;0,82;22,86
"19/01/2020 05:00:00";6,57;0,84;22,84
"19/01/2020 06:00:00";6,51;0,84;22,85
"19/01/2020 07:00:00";6,41;0,84;22,88
"19/01/2020 08:00:00";6,13;0,85;22,98
"19/01/2020 09:00:00";5,71;0,85;22,99
"19/01/2020 10:00:00";5,45;0,86;22,87
"19/01/2020 11:00:00";5,87;0,87;22,87
"19/01/2020 12:00:00";6,34;0,87;22,84
"19/01/2020 13:00:00";6,99;0,86;22,93
"19/01/2020 14:00:00";7,17;0,87;22,90
"19/01/2020 15:00:00";7,29;0,89;22,95
"19/01/2020 16:00:00";7,33;0,88;22,87
"19/01/2020 17:00:00";7,01;0,91;22,90
"19/01/2020 18:00:00";6,78;0,90;22,85
"19/01/2020 19:00:00";6,61;0,89;22,79
"19/01/2020 20:00:00";6,70;0,90;22,81
"19/01/2020 21:00:00";6,81;0,91;22,83
"19/01/2020 22:00:00";6,77;0,91;22,82
"19/01/2020 23:00:00";6,42;0,90;22,79
"20/01/2020 00:00:00";6,33;0,91;22,75
"20/01/2020 01:00:00";6,37;0,90;22,77
"20/01/2020 02:00:00";6,23;0,90;22,79
"20/01/2020 03:00:00";5,99;0,89;22,75
"20/01/2020 04:00:00";5,86;0,90;22,80
"20/01/2020 05:00:00";5,52;0,88;22,75
"20/01/2020 06:00:00";5,39;0,88;22,75
"20/01/2020 07:00:00";5,31;0,87;22,78
"20/01/2020 08:00:00";5,28;0,89;22,76
"20/01/2020 09:00:00";4,96;0,88;22,74
"20/01/2020 10:00:00";4,51;0,88;22,80
"20/01/2020 11:00:00";4,60;0,88;22,65
"20/01/2020 12:00:00";5,35;0,88;22,68
"20/01/2020 13:00:00";5,83;0,89;22,74
"20/01/2020 14:00:00";5,73;0,88;22,66
"20/01/2020 15:00:00";5,50;0,86;22,52
"20/01/2020 16:00:00";5,78;0,84;22,61
"20/01/2020 17:00:00";5,85;0,85;22,55
"20/01/2020 18:00:00";5,88;0,86;22,59
"20/01/2020 19:00:00";5,82;0,84;22,61
"20/01/2020 20:00:00";5,76;0,83;22,55
"20/01/2020 21:00:00";5,73;0,83;22,54
"20/01/2020 22:00:00";5,74;0,83;22,52
"20/01/2020 23:00:00";5,85;0,83;22,52
"21/01/2020 00:00:00";5,88;0,83;22,54
"21/01/2020 01:00:00";5,83;0,82;22,55
"21/01/2020 02:00:00";5,80;0,82;22,54
"21/01/2020 03:00:00";5,77;0,81;22,53
"21/01/2020 04:00:00";5,81;0,80;22,53
"21/01/2020 05:00:00";5,84;0,80;22,54
"21/01/2020 06:00:00";5,81;0,78;22,54
"21/01/2020 07:00:00";5,78;0,78;22,54
"21/01/2020 08:00:00";5,52;0,78;22,53
"21/01/2020 09:00:00";5,35;0,78;22,54
"21/01/2020 10:00:00";5,24;0,79;22,52
"21/01/2020 11:00:00";5,39;0,78;22,51
"21/01/2020 12:00:00";5,92;0,80;22,55
"21/01/2020 13:00:00";6,11;0,80;22,53
"21/01/2020 14:00:00";6,43;0,79;22,46
"21/01/2020 15:00:00";6,81;0,80;22,48
"21/01/2020 16:00:00";6,60;0,76;22,44
"21/01/2020 17:00:00";6,59;0,78;22,47
"21/01/2020 18:00:00";6,38;0,76;22,51
"21/01/2020 19:00:00";6,09;0,75;22,46
"21/01/2020 20:00:00";5,84;0,76;22,54
"21/01/2020 21:00:00";5,59;0,75;22,50
"21/01/2020 22:00:00";5,30;0,74;22,50
"21/01/2020 23:00:00";5,04;0,73;22,45
"22/01/2020 00:00:00";4,77;0,72;22,45
"22/01/2020 01:00:00";4,49;0,71;22,46
"22/01/2020 02:00:00";4,22;0,70;22,48
"22/01/2020 03:00:00";3,97;0,69;22,50
"22/01/2020 04:00:00";3,54;0,66;22,49
"22/01/2020 05:00:00";3,37;0,66;22,50
"22/01/2020 06:00:00";3,24;0,66;22,51
"22/01/2020 07:00:00";3,09;0,65;22,50
"22/01/2020 08:00:00";2,93;0,64;22,50
"22/01/2020 09:00:00";2,76;0,63;22,47
"22/01/2020 10:00:00";2,59;0,62;22,50
"22/01/2020 11:00:00";2,73;0,63;22,48
"22/01/2020 12:00:00";3,13;0,64;22,48
"22/01/2020 13:00:00";3,59;0,64;22,45
"22/01/2020 14:00:00";4,06;0,64;22,43
"22/01/2020 15:00:00";4,54;0,64;22,43
"22/01/2020 16:00:00";4,77;0,64;22,43
"22/01/2020 17:00:00";4,92;0,62;22,45
"22/01/2020 18:00:00";4,83;0,64;22,48
"22/01/2020 19:00:00";4,69;0,63;22,49
"22/01/2020 20:00:00";4,47;0,62;22,51
"22/01/2020 21:00:00";4,23;0,63;22,52
"22/01/2020 22:00:00";4,04;0,62;22,52
"22/01/2020 23:00:00";3,86;0,61;22,52
"23/01/2020 00:00:00";3,81;0,61;22,52
"23/01/2020 01:00:00";3,65;0,59;22,49
"23/01/2020 02:00:00";3,46;0,59;22,50
"23/01/2020 03:00:00";3,10;0,57;22,53
"23/01/2020 04:00:00";2,75;0,55;22,49
"23/01/2020 05:00:00";2,73;0,53;22,54
"23/01/2020 06:00:00";2,50;0,55;22,52
"23/01/2020 07:00:00";2,04;0,52;22,50
"23/01/2020 08:00:00";1,82;0,51;22,49
"23/01/2020 09:00:00";1,58;0,50;22,50
"23/01/2020 10:00:00";1,65;0,50;22,48
"23/01/2020 11:00:00";1,83;0,50;22,48
"23/01/2020 12:00:00";2,15;0,52;22,47
"23/01/2020 13:00:00";2,60;0,52;22,47
"23/01/2020 14:00:00";3,06;0,51;22,44
"23/01/2020 15:00:00";3,50;0,52;22,44
"23/01/2020 16:00:00";3,82;0,51;22,43
"23/01/2020 17:00:00";3,94;0,51;22,46
"23/01/2020 18:00:00";3,80;0,50;22,52
"23/01/2020 19:00:00";3,69;0,50;22,47
"23/01/2020 20:00:00";3,56;0,50;22,51
"23/01/2020 21:00:00";3,45;0,49;22,50
"23/01/2020 22:00:00";3,45;0,49;22,49
"23/01/2020 23:00:00";3,43;0,49;22,51
"24/01/2020 00:00:00";3,44;0,48;22,51
"24/01/2020 01:00:00";3,39;0,48;22,49
"24/01/2020 02:00:00";3,37;0,48;22,49
"24/01/2020 03:00:00";3,32;0,47;22,50
"24/01/2020 04:00:00";3,27;0,47;22,49
"24/01/2020 05:00:00";3,25;0,45;22,51
"24/01/2020 06:00:00";3,21;0,45;22,52
"24/01/2020 07:00:00";3,10;0,44;22,53
"24/01/2020 08:00:00";3,09;0,45;22,50
"24/01/2020 09:00:00";2,99;0,45;22,51
"24/01/2020 10:00:00";2,92;0,45;22,50
"24/01/2020 11:00:00";2,99;0,45;22,53
"24/01/2020 12:00:00";3,09;0,44;22,49
"24/01/2020 13:00:00";3,23;0,45;22,50
"24/01/2020 14:00:00";3,40;0,44;22,48
"24/01/2020 15:00:00";3,89;0,44;22,51
"24/01/2020 16:00:00";3,98;0,44;22,55
"24/01/2020 17:00:00";4,02;0,45;22,54
"24/01/2020 18:00:00";4,01;0,46;22,53
"24/01/2020 19:00:00";3,87;0,45;22,56
"24/01/2020 20:00:00";3,59;0,44;22,54
"24/01/2020 21:00:00";3,44;0,43;22,52
"24/01/2020 22:00:00";3,38;0,43;22,53
"24/01/2020 23:00:00";3,36;0,44;22,54
"25/01/2020 00:00:00";3,36;0,41;22,54
"25/01/2020 01:00:00";3,46;0,43;22,55
"25/01/2020 02:00:00";3,47;0,41;22,55
"25/01/2020 03:00:00";3,39;0,42;22,59
"25/01/2020 04:00:00";3,37;0,41;22,54
"25/01/2020 05:00:00";3,34;0,40;22,56
"25/01/2020 06:00:00";3,27;0,39;22,56
"25/01/2020 07:00:00";3,16;0,39;22,59
"25/01/2020 08:00:00";3,22;0,40;22,56
"25/01/2020 09:00:00";3,04;0,39;22,66
"25/01/2020 10:00:00";3,16;0,38;22,63
"25/01/2020 11:00:00";3,38;0,40;22,57
"25/01/2020 12:00:00";3,67;0,39;22,58
"25/01/2020 13:00:00";3,92;0,39;22,53
"25/01/2020 14:00:00";4,53;0,38;22,51
"25/01/2020 15:00:00";5,35;0,40;22,52
"25/01/2020 16:00:00";5,78;0,40;22,51
"25/01/2020 17:00:00";5,99;0,41;22,51
"25/01/2020 18:00:00";5,96;0,40;22,49
"25/01/2020 19:00:00";6,10;0,41;22,56
"25/01/2020 20:00:00";6,08;0,42;22,57
"25/01/2020 21:00:00";6,11;0,42;22,90
"25/01/2020 22:00:00";6,05;0,41;22,60
"25/01/2020 23:00:00";6,05;0,41;22,59
"26/01/2020 00:00:00";6,11;0,41;22,60
"26/01/2020 01:00:00";6,06;0,41;22,63
"26/01/2020 02:00:00";5,85;0,40;22,66
"26/01/2020 03:00:00";5,81;0,39;22,62
"26/01/2020 04:00:00";5,85;0,39;22,59
"26/01/2020 05:00:00";5,89;0,39;22,59
"26/01/2020 06:00:00";6,11;0,40;22,59
"26/01/2020 07:00:00";6,05;0,39;22,60
"26/01/2020 08:00:00";6,01;0,39;22,64
"26/01/2020 09:00:00";6,51;0,40;24,59
"26/01/2020 10:00:00";6,59;0,41;23,88
"26/01/2020 11:00:00";6,99;0,42;23,56
"26/01/2020 12:00:00";7,38;0,42;23,18
"26/01/2020 13:00:00";7,53;0,42;22,99
"26/01/2020 14:00:00";7,95;0,41;22,84
"26/01/2020 15:00:00";8,19;0,41;22,84
"26/01/2020 16:00:00";8,32;0,41;22,63
"26/01/2020 17:00:00";8,41;0,40;22,63
"26/01/2020 18:00:00";8,39;0,40;22,46
"26/01/2020 19:00:00";8,40;0,39;22,52
"26/01/2020 20:00:00";8,40;0,40;22,44
"26/01/2020 21:00:00";8,47;0,40;23,56
"26/01/2020 22:00:00";8,41;0,40;23,30
"26/01/2020 23:00:00";8,19;0,41;23,04
"27/01/2020 00:00:00";7,87;0,40;22,97
"27/01/2020 01:00:00";7,56;0,39;23,10
"27/01/2020 02:00:00";7,31;0,39;23,09
"27/01/2020 03:00:00";7,16;0,38;22,85
"27/01/2020 04:00:00";6,98;0,38;22,89
"27/01/2020 05:00:00";6,94;0,37;22,74
"27/01/2020 06:00:00";7,00;0,37;22,65
"27/01/2020 07:00:00";6,99;0,36;22,53
"27/01/2020 08:00:00";6,95;0,36;22,31
"27/01/2020 09:00:00";7,13;0,36;24,44
"27/01/2020 10:00:00";7,35;0,36;25,91
"27/01/2020 11:00:00";7,50;0,36;23,17
"27/01/2020 12:00:00";8,00;0,36;23,37
"27/01/2020 13:00:00";8,39;0,35;23,31
"27/01/2020 14:00:00";8,27;0,34;22,92
"27/01/2020 15:00:00";8,34;0,32;22,05
"27/01/2020 16:00:00";8,30;0,33;22,69
"27/01/2020 17:00:00";8,38;0,31;22,98
"27/01/2020 18:00:00";8,18;0,32;22,74
"27/01/2020 19:00:00";7,44;0,30;22,45
"27/01/2020 20:00:00";7,15;0,30;21,66
"27/01/2020 21:00:00";7,17;0,30;22,97
"27/01/2020 22:00:00";7,07;0,30;22,86
"27/01/2020 23:00:00";7,06;0,29;22,42
"28/01/2020 00:00:00";7,02;0,29;21,64
"28/01/2020 01:00:00";6,91;0,29;23,33
"28/01/2020 02:00:00";6,68;0,28;22,72
"28/01/2020 03:00:00";6,34;0,28;22,40
"28/01/2020 04:00:00";6,17;0,28;23,44
"28/01/2020 05:00:00";5,83;0,28;23,42
"28/01/2020 06:00:00";5,53;0,28;23,25
"28/01/2020 07:00:00";5,50;0,30;23,22
"28/01/2020 08:00:00";5,36;0,30;23,05
"28/01/2020 09:00:00";5,21;0,32;23,49
"28/01/2020 10:00:00";5,16;0,32;24,38
"28/01/2020 11:00:00";5,58;0,33;24,53
"28/01/2020 12:00:00";5,31;0,35;23,96
"28/01/2020 13:00:00";6,29;0,37;24,06
"28/01/2020 14:00:00";6,19;0,37;23,89
"28/01/2020 15:00:00";6,09;0,37;22,76
"28/01/2020 16:00:00";6,18;0,36;23,33
"28/01/2020 17:00:00";6,34;0,37;23,79
"28/01/2020 18:00:00";5,97;0,37;23,76
"28/01/2020 19:00:00";5,93;0,38;23,82
"28/01/2020 20:00:00";5,84;0,39;23,66
"28/01/2020 21:00:00";5,74;0,39;23,61
"28/01/2020 22:00:00";5,60;0,39;23,64
"28/01/2020 23:00:00";5,64;0,40;23,88
"29/01/2020 00:00:00";5,63;0,41;23,77
"29/01/2020 01:00:00";5,65;0,41;24,00
"29/01/2020 02:00:00";5,76;0,43;24,12
"29/01/2020 03:00:00";5,77;0,42;24,21
"29/01/2020 04:00:00";5,77;0,43;24,73
"29/01/2020 05:00:00";5,78;0,44;24,50
"29/01/2020 06:00:00";5,83;0,44;24,58
"29/01/2020 07:00:00";5,67;0,44;24,70
"29/01/2020 08:00:00";5,63;0,45;24,82
"29/01/2020 09:00:00";5,59;0,45;24,86
"29/01/2020 10:00:00";5,92;0,48;24,95
"29/01/2020 11:00:00";6,37;0,48;24,87
"29/01/2020 12:00:00";6,57;0,50;24,96
"29/01/2020 13:00:00";6,98;0,51;24,50
"29/01/2020 14:00:00";7,32;0,50;22,10
"29/01/2020 15:00:00";7,94;0,50;21,04
"29/01/2020 16:00:00";8,16;0,51;21,14
"29/01/2020 17:00:00";8,19;0,52;21,39
"29/01/2020 18:00:00";8,06;0,51;22,12
"29/01/2020 19:00:00";7,99;0,52;23,74
"29/01/2020 20:00:00";7,87;0,52;22,74
"29/01/2020 21:00:00";7,67;0,51;21,28
"29/01/2020 22:00:00";7,10;0,50;21,11
"29/01/2020 23:00:00";6,89;0,50;21,09
"30/01/2020 00:00:00";6,81;0,49;21,10
"30/01/2020 01:00:00";6,73;0,48;21,10
"30/01/2020 02:00:00";6,54;0,46;21,11
"30/01/2020 03:00:00";6,47;0,45;21,12
"30/01/2020 04:00:00";6,55;0,44;21,10
"30/01/2020 05:00:00";6,64;0,43;21,11
"30/01/2020 06:00:00";6,79;0,42;21,12
"30/01/2020 07:00:00";7,06;0,42;21,11
"30/01/2020 08:00:00";7,39;0,41;21,02
"30/01/2020 09:00:00";7,70;0,43;20,98
"30/01/2020 10:00:00";8,04;0,43;21,03
"30/01/2020 11:00:00";8,40;0,43;21,02
"30/01/2020 12:00:00";8,64;0,43;21,01
"30/01/2020 13:00:00";9,04;0,43;21,01
"30/01/2020 14:00:00";9,17;0,43;21,01
"30/01/2020 15:00:00";9,45;0,44;20,97
"30/01/2020 16:00:00";9,48;0,44;20,93
"30/01/2020 17:00:00";9,50;0,45;20,96
"30/01/2020 18:00:00";9,56;0,46;20,96
"30/01/2020 19:00:00";9,64;0,47;20,96
"30/01/2020 20:00:00";9,64;0,48;20,95
"30/01/2020 21:00:00";9,63;0,47;20,95
"30/01/2020 22:00:00";9,58;0,49;20,94
"30/01/2020 23:00:00";9,68;0,49;20,94
"31/01/2020 00:00:00";9,62;0,50;20,89
"31/01/2020 01:00:00";9,58;0,51;20,92
"31/01/2020 02:00:00";9,45;0,50;20,87
"31/01/2020 03:00:00";9,47;0,49;20,86
"31/01/2020 04:00:00";9,42;0,51;20,93
"31/01/2020 05:00:00";9,39;0,51;20,87
"31/01/2020 06:00:00";9,32;0,51;20,86
"31/01/2020 07:00:00";9,36;0,51;20,89
"31/01/2020 08:00:00";9,35;0,51;20,89
"31/01/2020 09:00:00";9,37;0,51;20,92
"31/01/2020 10:00:00";9,42;0,51;20,96
"31/01/2020 11:00:00";9,61;0,51;20,96
"31/01/2020 12:00:00";10,15;0,53;21,00
"31/01/2020 13:00:00";10,50;0,51;21,03
"31/01/2020 14:00:00";10,95;0,51;21,06
